prot_tag,prot_id,product,Product_unified,start_stop,size,accession,name,cluster*,origin*
VPMG_00006,YP_007676496.1,ATPase,hypothetical protein,[2638:3655](-),338,NC_020868.1,Vibrio phage VBP32 genomic sequence,81,81
vBVspPpVa5_0065,APC46035.1,MoxR-like ATPase protein,hypothetical protein,[60366:61386](-),339,KX889068.2,"Vibrio phage pVa5, complete genome",81,81
M612_gp70,YP_008126796.1,hypothetical protein,hypothetical protein,[19547:19868](+),106,NC_021540.1,"Vibrio phage JA-1, complete genome",81,81
VpV262p43,NP_640304.1,hypothetical protein,hypothetical protein,[21641:22016](+),124,NC_003907.2,"Vibrio phage VpV262, complete genome",81,81
M612_gp68,YP_008126798.1,hypothetical protein,hypothetical protein,[20560:21292](+),243,NC_021540.1,"Vibrio phage JA-1, complete genome",81,81
pVco5_089,ARM71077.1,hypothetical protein,hypothetical protein,[33790:34525](+),244,KY612839.1,"Vibrio phage pVco-5, complete genome",81,81
APD18072.1,APD18072.1,hypothetical protein,hypothetical protein,[47339:48023](-),227,KY065148.1,"Vibrio phage JSF3, complete genome",81,81
AVV30_gp051,YP_009198569.1,hypothetical protein,hypothetical protein,[18826:19027](+),66,NC_028799.1,"Vibrio phage phi 1, complete genome",81,<5fil
VPR_027,AUG88391.1,hypothetical protein,hypothetical protein,[10767:10998](-),76,MG603697.1,"Vibrio phage Vp_R1, complete genome",82,82
VpV262p52,NP_640313.1,hypothetical protein,hypothetical protein,[31594:31891](-),98,NC_003907.2,"Vibrio phage VpV262, complete genome",82,82
LD36_gp09,YP_009056221.1,hypothetical protein,hypothetical protein,[8660:10865](-),734,NC_024791.1,"Vibrio phage ICP2_2013_A_Haiti, complete genome",82,82
ICP22011A_009,AII27053.1,hypothetical protein,hypothetical protein,[8571:10776](-),734,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",82,82
VPR_074,AUG88438.1,hypothetical protein,hypothetical protein,[34070:34265](-),64,MG603697.1,"Vibrio phage Vp_R1, complete genome",82,82
VpV262p54,NP_640315.1,hypothetical protein,hypothetical protein,[32976:35712](-),911,NC_003907.2,"Vibrio phage VpV262, complete genome",82,82
VpV262p17,NP_640278.1,DNA helicase,replicative DNA helicase,[7547:8774](+),408,NC_003907.2,"Vibrio phage VpV262, complete genome",84,84
LD36_gp48,YP_009056260.1,hypothetical protein,replicative DNA helicase,[38362:39619](+),418,NC_024791.1,"Vibrio phage ICP2_2013_A_Haiti, complete genome",84,84
TU12-16_00220,ADX87798.1,replicative DNA helicase,replicative DNA helicase,[38008:39265](+),418,HQ641346.1,"Vibrio phage ICP2_2006_A, complete genome",84,84
VPP93_gp11,YP_002875635.1,putative DNA helicase,replicative DNA helicase,[6709:7990](+),426,NC_012662.1,"Vibrio phage VP93, complete genome",84,84
ICP22011A_0049,AII27093.1,hypothetical protein,replicative DNA helicase,[38014:39271](+),418,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",84,84
ViPhICP2p49,YP_004251220.1,putative DNA helicase,replicative DNA helicase,[38851:40111](+),419,NC_015158.1,"Vibrio phage ICP2, complete genome",84,84
VPR_032,AUG88396.1,hypothetical protein,hypothetical protein,[12323:12497](-),57,MG603697.1,"Vibrio phage Vp_R1, complete genome",85,85
ViPhICP2p46,YP_004251217.1,putative DNA primase,hypothetical protein,[37096:37912](+),271,NC_015158.1,"Vibrio phage ICP2, complete genome",85,85
VpV262p15,NP_640276.1,DNA primase,hypothetical protein,[6552:7416](+),287,NC_003907.2,"Vibrio phage VpV262, complete genome",85,85
LD36_gp45,YP_009056257.1,hypothetical protein,hypothetical protein,[36586:37399](+),270,NC_024791.1,"Vibrio phage ICP2_2013_A_Haiti, complete genome",85,85
MS_027,YP_008239683.1,hypothetical protein,hypothetical protein,[22755:23211](-),151,NC_021776.1,"Vibrio phage vpms1, complete genome",85,85
ICP22011A_0046,AII27090.1,hypothetical protein,hypothetical protein,[36259:37072](+),270,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",85,85
APD18129.1,APD18129.1,hypothetical protein,hypothetical protein,[5602:6430](-),275,KY065149.1,"Vibrio phage JSF7, complete genome",85,<5
M612_gp52,YP_008126814.1,ssDNA binding protein,single-stranded DNA-binding protein,[35014:35737](+),240,NC_021540.1,"Vibrio phage JA-1, complete genome",86,86
pVco5_104,ARM71092.1,hypothetical protein,single-stranded DNA-binding protein,[46188:46947](+),252,KY612839.1,"Vibrio phage pVco-5, complete genome",86,86
AVV30_gp070,YP_009198588.1,ssDNA binding protein,single-stranded DNA-binding protein,[34197:34920](+),240,NC_028799.1,"Vibrio phage phi 1, complete genome",86,86
VPMG_00088,YP_007676578.1,hypothetical protein,single-stranded DNA-binding protein,[56966:57698](-),243,NC_020868.1,Vibrio phage VBP32 genomic sequence,86,86
MS_012,YP_008239668.1,hypothetical protein,single-stranded DNA-binding protein,[6562:7477](+),304,NC_021776.1,"Vibrio phage vpms1, complete genome",86,86
vBVspPpVa5_0028,APC46045.1,single-stranded DNA-binding protein,single-stranded DNA-binding protein,[35309:36050](-),246,KX889068.2,"Vibrio phage pVa5, complete genome",86,86
TU18-RWS_00190,ADX87530.1,internal virion protein B,internal virion protein B,[27065:27656](+),196,HQ641341.1,"Vibrio phage ICP3_2009_B, complete genome",87,87
ViPhICP3_gp44,YP_004251287.1,internal virion protein B,internal virion protein B,[27191:27776](+),194,NC_015159.1,"Vibrio phage ICP3, complete genome",87,87
VP3_0041,AFH14441.1,internal virion protein B,internal virion protein B,[26936:27602](+),221,JQ780163.1,"Vibrio phage VP3, complete genome",87,87
TU18-20_00190,ADX87673.1,internal virion protein B,internal virion protein B,[27079:27670](+),196,HQ641344.1,"Vibrio phage ICP3_2007_A, complete genome",87,87
ASU01172.1,ASU01172.1,protein inside capsid B,internal virion protein B,[31990:32575](+),194,MF574151.1,"Vibrio phage JSF25, complete genome",87,87
RJ80_gp34,YP_009110746.1,hypothetical protein,internal virion protein B,[28322:28928](+),201,NC_025822.1,"Vibrio phage phi-A318, complete genome",87,87
VPR_065,AUG88429.1,hypothetical protein,internal virion protein B,[27652:27799](-),48,MG603697.1,"Vibrio phage Vp_R1, complete genome",87,87
QD07_48,APU00185.1,hypothetical protein,internal virion protein B,[38611:39217](+),201,KY290756.1,"Vibrio phage Vp670, complete genome",87,87
VN4_37,YP_003347937.1,internal virion protein B,internal virion protein B,[26578:27169](+),196,NC_013651.1,"Vibrio phage N4, complete genome",87,87
TU18-21_00195,ADX87626.1,internal virion protein B,internal virion protein B,[27181:27772](+),196,HQ641343.1,"Vibrio phage ICP3_2008_A, complete genome",87,87
AHC94071.1,AHC94071.1,hypothetical protein,internal virion protein B,[28320:28926](+),201,KF800937.1,"Vibrio phage AS51, complete genome",87,87
PV_010,AHN84661.1,hypothetical protein,internal virion protein B,[8865:9480](+),204,KJ502657.1,"Vibrio phage Vc1, complete genome",87,<5
VN4_06,YP_003347906.1,hypothetical protein,hypothetical protein,[5646:6330](+),227,NC_013651.1,"Vibrio phage N4, complete genome",88,88
ViPhICP3_gp10,YP_004251253.1,hypothetical protein,hypothetical protein,[6257:6941](+),227,NC_015159.1,"Vibrio phage ICP3, complete genome",88,88
vBVspPpVa5_0092,APC46096.1,hypothetical protein,hypothetical protein,[72686:72926](-),79,KX889068.2,"Vibrio phage pVa5, complete genome",88,88
TU18-21_00035,ADX87594.1,hypothetical protein,hypothetical protein,[6229:6913](+),227,HQ641343.1,"Vibrio phage ICP3_2008_A, complete genome",88,88
ASU01140.1,ASU01140.1,hypothetical protein,hypothetical protein,[11195:11879](+),227,MF574151.1,"Vibrio phage JSF25, complete genome",88,88
VP3_009,AFH14409.1,hypothetical protein,hypothetical protein,[6211:6964](+),250,JQ780163.1,"Vibrio phage VP3, complete genome",88,88
VpV262p64,NP_640325.1,hypothetical protein,hypothetical protein,[43511:44186](-),224,NC_003907.2,"Vibrio phage VpV262, complete genome",89,89
M612_gp54,YP_008126812.1,hypothetical protein,hypothetical protein,[33924:34212](+),95,NC_021540.1,"Vibrio phage JA-1, complete genome",89,89
I904_gp03,YP_007518345.1,hypothetical protein,hypothetical protein,[11838:12525](-),228,NC_020488.1,"Vibrio phage VvAW1, complete genome",89,89
CHOED_03,YP_009021669.1,hypothetical protein,hypothetical protein,[2388:3249](+),286,NC_023863.2,"Vibrio phage CHOED, complete genome",89,89
ViPhICP3_gp13,YP_004251256.1,hypothetical protein,hypothetical protein,[7270:7456](+),61,NC_015159.1,"Vibrio phage ICP3, complete genome",89,89
AVV30_gp068,YP_009198586.1,hypothetical protein,hypothetical protein,[33107:33383](+),91,NC_028799.1,"Vibrio phage phi 1, complete genome",89,89
pVco5_102,ARM71090.1,hypothetical protein,hypothetical protein,[45096:45381](+),94,KY612839.1,"Vibrio phage pVco-5, complete genome",89,89
TU18-20_00195,ADX87674.1,internal virion protein C,internal virion protein C,[27701:29915](+),737,HQ641344.1,"Vibrio phage ICP3_2007_A, complete genome",90,90
VN4_38,YP_003347938.1,internal virion protein C,internal virion protein C,[27200:29414](+),737,NC_013651.1,"Vibrio phage N4, complete genome",90,90
TU18-RWS_00195,ADX87531.1,internal virion protein C,internal virion protein C,[27687:29901](+),737,HQ641341.1,"Vibrio phage ICP3_2009_B, complete genome",90,90
ASU01173.1,ASU01173.1,protein inside capsid C,internal virion protein C,[32642:34820](+),725,MF574151.1,"Vibrio phage JSF25, complete genome",90,90
TU18-21_00200,ADX87627.1,internal virion protein C,internal virion protein C,[27803:30017](+),737,HQ641343.1,"Vibrio phage ICP3_2008_A, complete genome",90,90
ViPhICP3_gp45,YP_004251288.1,internal virion protein C,internal virion protein C,[27807:30021](+),737,NC_015159.1,"Vibrio phage ICP3, complete genome",90,90
VVP4_p23,YP_418244.1,Putative deoxyribonucleoside kinase,putative deoxyribonucleoside kinase,[25883:26516](+),210,NC_007149.1,"Vibriophage VP4, complete genome",94,94
ASU01170.1,ASU01170.1,putative deoxyribonucleoside kinase,putative deoxyribonucleoside kinase,[30854:31487](+),210,MF574151.1,"Vibrio phage JSF25, complete genome",94,94
VPR_056,AUG88420.1,hypothetical protein,putative deoxyribonucleoside kinase,[22789:23167](-),125,MG603697.1,"Vibrio phage Vp_R1, complete genome",94,94
VN4_35,YP_003347935.1,putative deoxyribonucleoside kinase,putative deoxyribonucleoside kinase,[25448:26081](+),210,NC_013651.1,"Vibrio phage N4, complete genome",94,94
ViPhICP3_gp42,YP_004251285.1,putative deoxyribonucleoside kinase,putative deoxyribonucleoside kinase,[26055:26688](+),210,NC_015159.1,"Vibrio phage ICP3, complete genome",94,94
AHC94078.1,AHC94078.1,hypothetical protein,cell wall hydrolase,[40744:41134](+),129,KF800937.1,"Vibrio phage AS51, complete genome",99,99
CHOED_071,YP_009021737.1,cell wall hydrolase,cell wall hydrolase,[45711:46155](-),147,NC_023863.2,"Vibrio phage CHOED, complete genome",99,99
vBVspPpVa5_0006,APC46121.1,hypothetical protein,cell wall hydrolase,[5325:5505](+),59,KX889068.2,"Vibrio phage pVa5, complete genome",99,99
PV_021,AHN84672.1,cell wall hydrolase,cell wall hydrolase,[24249:24543](+),97,KJ502657.1,"Vibrio phage Vc1, complete genome",99,99
QD07_8,APU00145.1,endolysin,cell wall hydrolase,[8495:8885](+),129,KY290756.1,"Vibrio phage Vp670, complete genome",99,99
APD18145.1,APD18145.1,hypothetical protein,cell wall hydrolase,[15754:16069](-),104,KY065149.1,"Vibrio phage JSF7, complete genome",99,99
ICP22011A_0024,AII27068.1,hypothetical protein,hypothetical protein,[22158:23301](-),380,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",100,100
LD36_gp24,YP_009056236.1,hypothetical protein,hypothetical protein,[22245:23835](-),529,NC_024791.1,"Vibrio phage ICP2_2013_A_Haiti, complete genome",100,100
TU12-16_00115,ADX87777.1,hypothetical protein,hypothetical protein,[22133:23276](-),380,HQ641346.1,"Vibrio phage ICP2_2006_A, complete genome",100,100
ViPhICP2p24,YP_004251195.1,putative phage tail fiber protein,hypothetical protein,[22160:23780](-),539,NC_015158.1,"Vibrio phage ICP2, complete genome",100,100
CHOED_09,YP_009021675.1,tail fiber repeat family protein,hypothetical protein,[6387:9024](+),878,NC_023863.2,"Vibrio phage CHOED, complete genome",100,100
MS_033,YP_008239689.1,nuclease,hypothetical protein,[26061:26907](-),281,NC_021776.1,"Vibrio phage vpms1, complete genome",101,101
VPMG_00093,YP_007676583.1,hypothetical protein,hypothetical protein,[61780:62767](-),328,NC_020868.1,Vibrio phage VBP32 genomic sequence,101,101
M612_gp58,YP_008126808.1,hypothetical protein,hypothetical protein,[29687:30701](+),337,NC_021540.1,"Vibrio phage JA-1, complete genome",101,101
vBVspPpVa5_0032,APC46036.1,N4 gp42 protein,hypothetical protein,[40186:41170](-),327,KX889068.2,"Vibrio phage pVa5, complete genome",101,101
pVco5_100,ARM71088.1,hypothetical protein,hypothetical protein,[41909:42917](+),335,KY612839.1,"Vibrio phage pVco-5, complete genome",101,101
AVV30_gp066,YP_009198584.1,hypothetical protein,hypothetical protein,[29917:30931](+),337,NC_028799.1,"Vibrio phage phi 1, complete genome",101,101
vBVspPpVa5_0050,APC46033.1,metallopeptidase protein domain,metallopeptidase domain protein,[52763:53960](-),398,KX889068.2,"Vibrio phage pVa5, complete genome",102,102
M612_gp67,YP_008126799.1,metallopeptidase domain protein,metallopeptidase domain protein,[21348:22578](+),409,NC_021540.1,"Vibrio phage JA-1, complete genome",102,102
pVco5_090,ARM71078.1,hypothetical protein,metallopeptidase domain protein,[34577:35804](+),408,KY612839.1,"Vibrio phage pVco-5, complete genome",102,102
VPMG_00109,YP_007676599.1,hypothetical protein,metallopeptidase domain protein,[72658:73822](-),387,NC_020868.1,Vibrio phage VBP32 genomic sequence,102,102
AVV30_gp054,YP_009198572.1,metallopeptidase domain protein,metallopeptidase domain protein,[20899:22126](+),408,NC_028799.1,"Vibrio phage phi 1, complete genome",102,102
VP3_0032,AFH14432.1,hypothetical protein,host specificity protein A,[18252:18663](+),136,JQ780163.1,"Vibrio phage VP3, complete genome",103,103
VN4_28,YP_003347928.1,host specificity protein A,host specificity protein A,[17790:18198](+),135,NC_013651.1,"Vibrio phage N4, complete genome",103,103
ViPhICP3_gp35,YP_004251278.1,hypothetical protein,host specificity protein A,[18416:18824](+),135,NC_015159.1,"Vibrio phage ICP3, complete genome",103,103
TU18-RWS_00145,ADX87521.1,host specificity protein A,host specificity protein A,[18293:18701](+),135,HQ641341.1,"Vibrio phage ICP3_2009_B, complete genome",103,103
VpV262p09,NP_640270.1,hypothetical protein,host specificity protein A,[3526:3736](+),69,NC_003907.2,"Vibrio phage VpV262, complete genome",103,103
PV_023,AHN84674.1,hypothetical protein,hypothetical protein,[24895:25123](+),75,KJ502657.1,"Vibrio phage Vc1, complete genome",106,106
CHOED_039,YP_009021705.1,hypothetical protein,hypothetical protein,[28343:28547](-),67,NC_023863.2,"Vibrio phage CHOED, complete genome",106,106
CHOED_072,YP_009021738.2,hypothetical protein,hypothetical protein,[46180:46360](-),59,NC_023863.2,"Vibrio phage CHOED, complete genome",106,106
APD18164.1,APD18164.1,hypothetical protein,hypothetical protein,[39369:39741](-),123,KY065149.1,"Vibrio phage JSF7, complete genome",106,106
VpV262p28,NP_640289.1,hypothetical protein,hypothetical protein,[14505:14748](+),80,NC_003907.2,"Vibrio phage VpV262, complete genome",106,106
APD18163.1,APD18163.1,hypothetical protein,hypothetical protein,[39093:39357](-),87,KY065149.1,"Vibrio phage JSF7, complete genome",106,106
VN4_10,YP_003347910.1,hypothetical protein,hypothetical protein,[7202:7598](+),131,NC_013651.1,"Vibrio phage N4, complete genome",112,112
ViPhICP3_gp16,YP_004251259.1,hypothetical protein,hypothetical protein,[7952:8348](+),131,NC_015159.1,"Vibrio phage ICP3, complete genome",112,112
VP3_0013,AFH14413.1,hypothetical protein,hypothetical protein,[7802:8198](+),131,JQ780163.1,"Vibrio phage VP3, complete genome",112,112
VVP4_p06,YP_418238.1,hypothetical protein,hypothetical protein,[7806:8202](+),131,NC_007149.1,"Vibriophage VP4, complete genome",112,112
TU18-21_00060,ADX87599.1,hypothetical protein,hypothetical protein,[7945:8341](+),131,HQ641343.1,"Vibrio phage ICP3_2008_A, complete genome",112,112
VP3_0019,AFH14419.1,hypothetical protein,hypothetical protein,[13113:13482](+),122,JQ780163.1,"Vibrio phage VP3, complete genome",116,116
TU18-RWS_00095,ADX87511.1,hypothetical protein,hypothetical protein,[13740:14133](+),130,HQ641341.1,"Vibrio phage ICP3_2009_B, complete genome",116,116
VN4_19,YP_003347919.1,hypothetical protein,hypothetical protein,[13414:13807](+),130,NC_013651.1,"Vibrio phage N4, complete genome",116,116
ASU01152.1,ASU01152.1,hypothetical protein,hypothetical protein,[18663:19056](+),130,MF574151.1,"Vibrio phage JSF25, complete genome",116,116
ViPhICP3_gp24,YP_004251267.1,hypothetical protein,hypothetical protein,[13863:14256](+),130,NC_015159.1,"Vibrio phage ICP3, complete genome",116,116
VPMG_00083,YP_007676573.1,hypothetical protein,hypothetical protein,[45051:45915](+),287,NC_020868.1,Vibrio phage VBP32 genomic sequence,120,120
APD18048.1,APD18048.1,nucleoporin,hypothetical protein,[21287:22556](+),422,KY065148.1,"Vibrio phage JSF3, complete genome",120,120
M612_gp49,YP_008126817.1,hypothetical protein,hypothetical protein,[46074:47343](-),422,NC_021540.1,"Vibrio phage JA-1, complete genome",120,120
pVco5_112,ARM71101.1,hypothetical protein,hypothetical protein,[58024:59161](-),378,KY612839.1,"Vibrio phage pVco-5, complete genome",120,120
CHOED_019,YP_009021685.1,hypothetical protein,hypothetical protein,[18894:19119](-),74,NC_023863.2,"Vibrio phage CHOED, complete genome",120,120
VCO139_0055,AGK85679.1,hypothetical protein,hypothetical protein,[45767:47036](-),422,KC438283.1,"Vibrio phage VCO139, complete genome",120,120
AVV30_gp075,YP_009198593.1,hypothetical protein,hypothetical protein,[45911:47180](-),422,NC_028799.1,"Vibrio phage phi 1, complete genome",120,120
vBVspPpVa5_0024,APC46042.1,hypothetical protein,hypothetical protein,[23481:24339](+),285,KX889068.2,"Vibrio phage pVa5, complete genome",120,<5fil
VpV262p47,NP_640308.1,hypothetical protein,hypothetical protein,[24827:29438](-),1536,NC_003907.2,"Vibrio phage VpV262, complete genome",122,122
CHOED_012,YP_009021678.1,hypothetical protein,hypothetical protein,[10889:12191](+),433,NC_023863.2,"Vibrio phage CHOED, complete genome",122,122
ICP22011A_006,AII27050.1,hypothetical protein,hypothetical protein,[3407:7658](-),1416,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",122,122
LD36_gp06,YP_009056218.1,hypothetical protein,hypothetical protein,[3473:7724](-),1416,NC_024791.1,"Vibrio phage ICP2_2013_A_Haiti, complete genome",122,122
TU12-16_00025,ADX87759.1,hypothetical protein,hypothetical protein,[3382:7633](-),1416,HQ641346.1,"Vibrio phage ICP2_2006_A, complete genome",122,122
VP3_0012,AFH14412.1,hypothetical protein,hypothetical protein,[7527:7788](+),86,JQ780163.1,"Vibrio phage VP3, complete genome",126,126
TU18-RWS_00045,ADX87503.1,hypothetical protein,hypothetical protein,[7500:7782](+),93,HQ641341.1,"Vibrio phage ICP3_2009_B, complete genome",126,126
VN4_09,YP_003347909.1,hypothetical protein,hypothetical protein,[6905:7187](+),93,NC_013651.1,"Vibrio phage N4, complete genome",126,126
TU18-21_00050,ADX87597.1,hypothetical protein,hypothetical protein,[7489:7771](+),93,HQ641343.1,"Vibrio phage ICP3_2008_A, complete genome",126,126
ViPhICP3_gp14,YP_004251257.1,hypothetical protein,hypothetical protein,[7517:7778](+),86,NC_015159.1,"Vibrio phage ICP3, complete genome",126,126
pVco5_105,ARM71094.1,crossover junction endodeoxyribonuclease,crossover junction endodeoxyribonuclease RusA,[47058:47379](+),106,KY612839.1,"Vibrio phage pVco-5, complete genome",129,129
CG95_gp13,YP_009009732.1,cossover junction endodeoxyribonuclease rusA,crossover junction endodeoxyribonuclease RusA,[27305:27686](-),126,NC_023605.1,"Vibrio phage PVA1, complete genome",129,129
VCO139_0052,AGI61881.1,crossover junction endodeoxyribonuclease RusA,crossover junction endodeoxyribonuclease RusA,[35429:36227](+),265,KC438283.1,"Vibrio phage VCO139, complete genome",129,129
AVV30_gp071,YP_009198589.1,crossover junction endodeoxyribonuclease RusA,crossover junction endodeoxyribonuclease RusA,[34919:35717](+),265,NC_028799.1,"Vibrio phage phi 1, complete genome",129,129
VPR_136,AUG88500.1,hypothetical protein,crossover junction endodeoxyribonuclease RusA,[102799:103219](-),139,MG603697.1,"Vibrio phage Vp_R1, complete genome",129,129
M612_gp51,YP_008126815.1,crossover junction endodeoxyribonuclease RusA,crossover junction endodeoxyribonuclease RusA,[35736:36534](+),265,NC_021540.1,"Vibrio phage JA-1, complete genome",129,129
vBVspPpVa5_0027,APC46062.1,hollidat junction resolvase protein,crossover junction endodeoxyribonuclease RusA,[34890:35310](-),139,KX889068.2,"Vibrio phage pVa5, complete genome",129,129
APD18052.1,APD18052.1,hypothetical protein,crossover junction endodeoxyribonuclease RusA,[32096:32894](-),265,KY065148.1,"Vibrio phage JSF3, complete genome",129,129
VN4_42,YP_003347942.1,hypothetical protein,hypothetical protein,[34882:35353](+),156,NC_013651.1,"Vibrio phage N4, complete genome",130,130
VP3_0047,AFH14447.1,hypothetical protein,hypothetical protein,[36216:36333](+),38,JQ780163.1,"Vibrio phage VP3, complete genome",130,130
TU18-20_00215,ADX87678.1,hypothetical protein,hypothetical protein,[35345:35894](+),182,HQ641344.1,"Vibrio phage ICP3_2007_A, complete genome",130,130
TU18-RWS_00215,ADX87535.1,hypothetical protein,hypothetical protein,[35448:35880](+),143,HQ641341.1,"Vibrio phage ICP3_2009_B, complete genome",130,130
TU18-21_00220,ADX87631.1,hypothetical protein,hypothetical protein,[35633:36155](+),173,HQ641343.1,"Vibrio phage ICP3_2008_A, complete genome",130,130
APD18151.1,APD18151.1,hypothetical protein,hypothetical protein,[19647:19914](-),88,KY065149.1,"Vibrio phage JSF7, complete genome",130,130
ViPhICP3_gp49,YP_004251292.1,hypothetical protein,hypothetical protein,[35451:35895](+),147,NC_015159.1,"Vibrio phage ICP3, complete genome",130,130
VP3_0046,AFH14446.1,hypothetical protein,hypothetical protein,[35794:36181](+),128,JQ780163.1,"Vibrio phage VP3, complete genome",130,<5
AHC94068.1,AHC94068.1,major capsid protein,major capsid protein,[23814:24966](+),383,KF800937.1,"Vibrio phage AS51, complete genome",132,132
VPP93_gp29,YP_002875653.1,putative capsid protein,major capsid protein,[22966:23965](+),332,NC_012662.1,"Vibrio phage VP93, complete genome",132,132
APD18160.1,APD18160.1,capsid and scaffold protein,major capsid protein,[35542:36619](-),358,KY065149.1,"Vibrio phage JSF7, complete genome",132,132
RJ80_gp31,YP_009110743.1,major capsid protein,major capsid protein,[23816:24968](+),383,NC_025822.1,"Vibrio phage phi-A318, complete genome",132,132
PV_007,AHN84658.1,major capsid protein,major capsid protein,[4277:5549](+),423,KJ502657.1,"Vibrio phage Vc1, complete genome",132,132
QD07_45,APU00182.1,major capsid protein,major capsid protein,[34111:35263](+),383,KY290756.1,"Vibrio phage Vp670, complete genome",132,132
VPR_052,AUG88416.1,hypothetical protein,major capsid protein,[21853:22045](-),63,MG603697.1,"Vibrio phage Vp_R1, complete genome",132,132
TU18-RWS_00165,ADX87525.1,major capsid protein,major capsid protein,[21665:22793](+),375,HQ641341.1,"Vibrio phage ICP3_2009_B, complete genome",132,crossmatch
VP3_0036,AFH14436.1,major/minor capsid protein,major capsid protein,[21619:22738](+),372,JQ780163.1,"Vibrio phage VP3, complete genome",132,crossmatch
ViPhICP3_gp39,YP_004251282.1,major capsid protein,major capsid protein,[21788:22913](+),374,NC_015159.1,"Vibrio phage ICP3, complete genome",132,crossmatch
ASU01167.1,ASU01167.1,capsid and scaffold protein,major capsid protein,[26587:27712](+),374,MF574151.1,"Vibrio phage JSF25, complete genome",132,crossmatch
VN4_32,YP_003347932.1,major capsid protein,major capsid protein,[21181:22306](+),374,NC_013651.1,"Vibrio phage N4, complete genome",132,crossmatch
AVV30_gp025,YP_009198543.1,hypothetical protein,hypothetical protein,[8589:8718](+),42,NC_028799.1,"Vibrio phage phi 1, complete genome",133,133
VPR_028,AUG88392.1,hypothetical protein,hypothetical protein,[11032:11260](-),75,MG603697.1,"Vibrio phage Vp_R1, complete genome",133,133
pVco5_072,ARM71060.1,hypothetical protein,hypothetical protein,[20546:21155](+),202,KY612839.1,"Vibrio phage pVco-5, complete genome",133,133
VPR_011,AUG88375.1,hypothetical protein,hypothetical protein,[2492:2693](-),66,MG603697.1,"Vibrio phage Vp_R1, complete genome",133,133
VPR_015,AUG88379.1,"ribonucleotide reductase of class Ia (aerobic), beta subunit",hypothetical protein,[4570:5512](-),313,MG603697.1,"Vibrio phage Vp_R1, complete genome",133,133
vBVspPpVa5_0034,APC46037.1,"ribonucleotide reductase protein, small chain family",hypothetical protein,[43035:43977](-),313,KX889068.2,"Vibrio phage pVa5, complete genome",133,133
PV_003,AHN84654.1,putative acetyltransferase,hypothetical protein,[1049:1502](+),150,KJ502657.1,"Vibrio phage Vc1, complete genome",134,134
QD07_41,APU00178.1,hypothetical protein,hypothetical protein,[30887:31352](+),154,KY290756.1,"Vibrio phage Vp670, complete genome",134,134
VPR_063,AUG88427.1,hypothetical protein,hypothetical protein,[24767:25211](-),147,MG603697.1,"Vibrio phage Vp_R1, complete genome",134,134
VPR_139,AUG88503.1,hypothetical protein,hypothetical protein,[104873:105521](-),215,MG603697.1,"Vibrio phage Vp_R1, complete genome",134,134
VpV262p38,NP_640299.1,hypothetical protein,hypothetical protein,[19612:19849](+),78,NC_003907.2,"Vibrio phage VpV262, complete genome",134,134
CG95_gp17,YP_009009736.1,antirepressor protein,hypothetical protein,[32540:33368](-),275,NC_023605.1,"Vibrio phage PVA1, complete genome",137,137
M612_gp74,YP_008126792.1,hypothetical protein,hypothetical protein,[16695:16878](+),60,NC_021540.1,"Vibrio phage JA-1, complete genome",137,137
AVV30_gp048,YP_009198566.1,hypothetical protein,hypothetical protein,[16848:17031](+),60,NC_028799.1,"Vibrio phage phi 1, complete genome",137,137
VPR_014,AUG88378.1,hypothetical protein,hypothetical protein,[3847:4558](-),236,MG603697.1,"Vibrio phage Vp_R1, complete genome",137,137
pVco5_080,ARM71068.1,hypothetical protein,hypothetical protein,[24515:24656](+),46,KY612839.1,"Vibrio phage pVco-5, complete genome",137,137
ASU01148.1,ASU01148.1,hypothetical protein,hypothetical protein,[15613:16072](+),152,MF574151.1,"Vibrio phage JSF25, complete genome",142,142
VN4_14,YP_003347914.1,hypothetical protein,hypothetical protein,[10063:10528](+),154,NC_013651.1,"Vibrio phage N4, complete genome",142,142
ViPhICP3_gp20,YP_004251263.1,hypothetical protein,hypothetical protein,[10813:11272](+),152,NC_015159.1,"Vibrio phage ICP3, complete genome",142,142
CHOED_08,YP_009021674.1,hypothetical protein,hypothetical protein,[6064:6388](+),107,NC_023863.2,"Vibrio phage CHOED, complete genome",142,142
TU18-21_00080,ADX87603.1,hypothetical protein,hypothetical protein,[10806:11265](+),152,HQ641343.1,"Vibrio phage ICP3_2008_A, complete genome",142,142
ASU01147.1,ASU01147.1,hypothetical protein,hypothetical protein,[15213:15528](+),104,MF574151.1,"Vibrio phage JSF25, complete genome",149,149
ViPhICP3_gp19,YP_004251262.1,hypothetical protein,hypothetical protein,[10413:10728](+),104,NC_015159.1,"Vibrio phage ICP3, complete genome",149,149
VN4_13,YP_003347913.1,hypothetical protein,hypothetical protein,[9663:9978](+),104,NC_013651.1,"Vibrio phage N4, complete genome",149,149
TU18-RWS_00065,ADX87507.1,hypothetical protein,hypothetical protein,[10258:10573](+),104,HQ641341.1,"Vibrio phage ICP3_2009_B, complete genome",149,149
