prot_tag,prot_id,product,Product_unified,start_stop,size,accession,name,cluster*,origin*
pp2_068,AFN37301.1,hypothetical protein,hypothetical protein,[41039:41504](+),154,JN849462.1,"Vibriophage phi-pp2, complete genome",471,471
KVP40.0070,NP_899318.1,hypothetical protein,hypothetical protein,[41038:41503](+),154,NC_005083.2,"Vibrio phage KVP40, complete genome",471,471
phiGrn1_0185,ALP47120.1,hypothetical protein,hypothetical protein,[148585:149050](+),154,KT919972.1,"Vibrio phage phi-Grn1, complete genome",471,471
VPFG_00117,YP_008125268.1,hypothetical protein,hypothetical protein,[206036:206501](+),154,NC_021529.2,"Vibrio phage nt-1, complete genome",471,471
CF80_gp290,YP_009006364.1,putative 32.4 kDa protein,hypothetical protein,[220643:221108](+),154,NC_023568.1,"Vibrio phage VH7D, complete genome",471,471
AVU32_gp191,YP_009201294.1,hypothetical protein,hypothetical protein,[92577:93042](-),154,NC_028829.1,"Vibrio phage ValKK3, complete genome",471,471
phiST2_0372,ALP47484.1,DNA methyltransferase,hypothetical protein,[244174:244678](+),167,KT919973.1,"Vibrio phage phi-ST2, complete genome",531,531
pp2_369,AFN37601.1,hypothetical protein,hypothetical protein,[231714:232899](-),394,JN849462.1,"Vibriophage phi-pp2, complete genome",531,531
AVU32_gp277,YP_009201380.1,hypothetical protein,hypothetical protein,[147903:149088](+),394,NC_028829.1,"Vibrio phage ValKK3, complete genome",531,531
phiGrn1_0102,ALP46995.1,hypothetical protein,hypothetical protein,[93285:94470](-),394,KT919972.1,"Vibrio phage phi-Grn1, complete genome",531,531
VPFG_00034,YP_008125188.1,hypothetical protein,hypothetical protein,[150366:151545](-),392,NC_021529.2,"Vibrio phage nt-1, complete genome",531,531
KVP40.0369,NP_899614.1,hypothetical protein,hypothetical protein,[230008:231193](-),394,NC_005083.2,"Vibrio phage KVP40, complete genome",531,531
phiST2_0233,ALP47376.1,hypothetical protein,hypothetical protein,[152277:153450](-),390,KT919973.1,"Vibrio phage phi-ST2, complete genome",531,531
AVU32_gp364,YP_009201467.1,radical SAM domain-containing protein,radical SAM domain protein,[229187:230072](-),294,NC_028829.1,"Vibrio phage ValKK3, complete genome",498,498
KVP40.0284,NP_899531.1,hypothetical protein,radical SAM domain protein,[153731:154613](+),293,NC_005083.2,"Vibrio phage KVP40, complete genome",498,498
CF80_gp170,YP_009006244.1,hypothetical protein,radical SAM domain protein,[85241:86126](+),294,NC_023568.1,"Vibrio phage VH7D, complete genome",498,498
pp2_282,AFN37515.1,queuosine biosynthesis radical SAM,radical SAM domain protein,[154899:155781](+),293,JN849462.1,"Vibriophage phi-pp2, complete genome",498,498
VPFG_00333,YP_008125479.1,radical SAM domain protein,radical SAM domain protein,[70295:71171](+),291,NC_021529.2,"Vibrio phage nt-1, complete genome",498,498
SBVcX29_0055,YP_009043926.1,hypothetical protein,tail connector protein,[9730:10234](+),167,NC_024369.2,"Vibrio phage X29, complete genome",61,61
phiGrn1_0114,ALP46961.1,tail connector protein,tail connector protein,[101511:104205](-),897,KT919972.1,"Vibrio phage phi-Grn1, complete genome",61,61
pp2_382,AFN37614.1,hypothetical protein,tail connector protein,[239918:242603](-),894,JN849462.1,"Vibriophage phi-pp2, complete genome",61,61
KVP40.0383,NP_899628.1,gp35,tail connector protein,[238331:241016](-),894,NC_005083.2,"Vibrio phage KVP40, complete genome",61,61
VPFG_00046,YP_008125200.1,hinge connector of long tail fiber proximal connector,tail connector protein,[157800:160503](-),900,NC_021529.2,"Vibrio phage nt-1, complete genome",61,61
AVU32_gp263,YP_009201366.1,hypothetical protein,tail connector protein,[138168:140862](+),897,NC_028829.1,"Vibrio phage ValKK3, complete genome",61,61
phiST2_0245,ALP47341.1,tail connector protein,tail connector protein,[161014:163708](-),897,KT919973.1,"Vibrio phage phi-ST2, complete genome",61,61
pp2_012,AFN37246.1,ribonucleotide reductase of class III (anaerobic) large subunit,anaerobic ribonucleoside-triphosphate reductase,[7582:9418](+),611,JN849462.1,"Vibriophage phi-pp2, complete genome",5,5
VPFG_00059,YP_008125211.1,anaerobic ribonucleoside-triphosphate reductase,anaerobic ribonucleoside-triphosphate reductase,[171912:173748](+),611,NC_021529.2,"Vibrio phage nt-1, complete genome",5,5
ViPhICP1_gp113,YP_004251054.1,anaerobic nucleoside diphosphate reductase,anaerobic ribonucleoside-triphosphate reductase,[59866:61954](+),695,NC_015157.1,"Vibrio phage ICP1, complete genome",5,5
CF80_gp232,YP_009006306.1,anaerobic ribonucleoside-triphosphate reductase,anaerobic ribonucleoside-triphosphate reductase,[186859:188695](+),611,NC_023568.1,"Vibrio phage VH7D, complete genome",5,5
APD17797.1,APD17797.1,ribonucleotide reductase of class III (anaerobic) large subunit,anaerobic ribonucleoside-triphosphate reductase,[9821:10679](-),285,KY065147.1,"Vibrio phage JSF4, complete genome",5,5
TUST1-182_00565,ADX88386.1,anaerobic nucleoside diphosphate reductase (Enterobacteria phage Felix 01),anaerobic ribonucleoside-triphosphate reductase,[59056:61222](+),721,HQ641349.1,"Vibrio phage ICP1_2006_C, complete genome",5,5
VPFG_p10,YP_009046843.1,hypothetical protein,anaerobic ribonucleoside-triphosphate reductase,[92794:92938](-),47,NC_021529.2,"Vibrio phage nt-1, complete genome",5,5
AVU32_gp250,YP_009201353.1,anaerobic ribonucleoside-triphosphate reductase,anaerobic ribonucleoside-triphosphate reductase,[124999:126835](-),611,NC_028829.1,"Vibrio phage ValKK3, complete genome",5,5
KVP40.0012,NP_899260.1,anaerobic NTP reductase large subunit,anaerobic ribonucleoside-triphosphate reductase,[7585:9421](+),611,NC_005083.2,"Vibrio phage KVP40, complete genome",5,5
VPHG_00126,YP_007673612.1,anaerobic ribonucleoside triphosphate reductase,anaerobic ribonucleoside-triphosphate reductase,"join{[81999:83149](+), [83463:84392](+)}",692,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,5,5
APD17798.1,APD17798.1,ribonucleotide reductase of class III (anaerobic) large subunit,anaerobic ribonucleoside-triphosphate reductase,[10675:11914](-),412,KY065147.1,"Vibrio phage JSF4, complete genome",5,5
phiST2_0257,ALP47350.1,ribonucleoside-triphosphate reductase,anaerobic ribonucleoside-triphosphate reductase,[175065:176901](+),611,KT919973.1,"Vibrio phage phi-ST2, complete genome",5,5
TUST1-10_00580,ADX89528.1,anaerobic nucleoside diphosphate reductase (Enterobacteria phage Felix 01),anaerobic ribonucleoside-triphosphate reductase,[65218:67384](+),721,HQ641354.1,"Vibrio phage ICP1_2004_A, complete genome",5,5
VPCG_00003,YP_007877504.1,baseplate J-like protein,DNA topoisomerase II large subunit,[2480:3548](-),355,NC_021070.1,Vibrio phage martha 12B12 genomic sequence,146,146
VPFG_00092,YP_008125243.2,topoisomerase II large subunit,DNA topoisomerase II large subunit,[188937:190731](+),597,NC_021529.2,"Vibrio phage nt-1, complete genome",146,146
KVP40.0045,NP_899293.1,DNA topoisomerase II large subunit,DNA topoisomerase II large subunit,[24183:25977](+),597,NC_005083.2,"Vibrio phage KVP40, complete genome",146,146
AKU42582.1,AKU42582.1,tail protein,DNA topoisomerase II large subunit,[432:1626](-),397,KT160311.1,"Vibrio phage H188, complete genome",146,146
CF80_gp264,YP_009006338.1,DNA topoisomerase large subunit,DNA topoisomerase II large subunit,[203584:205381](+),598,NC_023568.1,"Vibrio phage VH7D, complete genome",146,146
pp2_043,AFN37277.1,DNA gyrase subunit B,DNA topoisomerase II large subunit,[24179:25973](+),597,JN849462.1,"Vibriophage phi-pp2, complete genome",146,146
F397_gp32,YP_007006421.1,hypothetical protein,hypothetical protein,[23523:23853](-),109,NC_019518.1,"Vibrio phage vB_VchM-138, complete genome",622,622
pp2_316,AFN37548.1,hypothetical protein,hypothetical protein,[180500:180614](-),37,JN849462.1,"Vibriophage phi-pp2, complete genome",622,622
SBVc24_0038,AIA08727.1,hypothetical protein,hypothetical protein,[25090:25399](-),102,KJ572844.2,"Vibrio phage 24, complete genome",622,622
VPHG_00124,YP_007673610.1,hypothetical protein,hypothetical protein,[80491:80902](+),136,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,622,622
F353_gp37,YP_007003077.1,hypothetical protein,hypothetical protein,[25187:25496](-),102,NC_019457.1,"Vibrio phage CP-T1, complete genome",622,622
BAF98797.1,BAF98797.1,putative repressor,cI protein,[2771:3461](-),229,AB374228.1,"Vibrio phage kappa proviral DNA, complete genome",527,527
V422_gp04,YP_008766820.1,cI protein,cI protein,[4470:4782](-),103,NC_022747.1,"Vibrio phage VPUSM 8, complete genome",527,527
VPCG_00045,YP_007877546.1,hypothetical protein,cI protein,[28128:28386](-),85,NC_021070.1,Vibrio phage martha 12B12 genomic sequence,527,527
AKU42618.1,AKU42618.1,HNH endonuclease,cI protein,[26564:26912](+),115,KT160311.1,"Vibrio phage H188, complete genome",527,527
K139p04,NP_536631.1,CI,cI protein,[3124:3772](-),215,NC_003313.1,"Vibrio phage K139, complete genome",527,527
VPHG_00069,YP_007673555.1,hypothetical protein,hypothetical protein,[43620:44121](-),166,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,50,50
TUST1-17_00770,ADX88880.1,hypothetical protein,hypothetical protein,[84853:85072](-),72,HQ641351.1,"Vibrio phage ICP1_2006_A, complete genome",50,50
VPHG_00179,YP_007673661.1,hypothetical protein,hypothetical protein,[115636:115885](-),82,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,50,50
TUST1-182_00785,ADX88430.1,hypothetical protein,hypothetical protein,[87249:87456](-),68,HQ641349.1,"Vibrio phage ICP1_2006_C, complete genome",50,50
TUST1-15_00795,ADX89111.1,hypothetical protein,hypothetical protein,[91117:91336](-),72,HQ641352.1,"Vibrio phage ICP1_2005_A, complete genome",50,50
ViPhICP1_gp158,YP_004251099.1,hypothetical protein,hypothetical protein,[86625:86844](-),72,NC_015157.1,"Vibrio phage ICP1, complete genome",50,50
KVP40.0216,NP_899462.1,hypothetical protein,hypothetical protein,[116210:116459](+),82,NC_005083.2,"Vibrio phage KVP40, complete genome",277,277
phiGrn1_0340,ALP47145.1,hypothetical protein,hypothetical protein,[231510:231924](+),137,KT919972.1,"Vibrio phage phi-Grn1, complete genome",277,277
AVU32_gp028,YP_009201131.1,hypothetical protein,hypothetical protein,[10120:10534](-),137,NC_028829.1,"Vibrio phage ValKK3, complete genome",277,277
VPFG_00279,YP_008125427.2,hypothetical protein,hypothetical protein,[39428:39851](+),140,NC_021529.2,"Vibrio phage nt-1, complete genome",277,277
CF80_gp116,YP_009006190.1,hypothetical protein,hypothetical protein,[56488:56902](+),137,NC_023568.1,"Vibrio phage VH7D, complete genome",277,277
AVU32_gp091,YP_009201194.1,hypothetical protein,hypothetical protein,[34200:34440](-),79,NC_028829.1,"Vibrio phage ValKK3, complete genome",277,277
phiGrn1_0083,ALP46974.1,neck whiskers protein,phage fibritin,[74766:76449](+),560,KT919972.1,"Vibrio phage phi-Grn1, complete genome",338,338
VPFG_00014,YP_008125171.2,Wac fibritin neck whiskers,phage fibritin,[130703:132416](+),570,NC_021529.2,"Vibrio phage nt-1, complete genome",338,338
KVP40.0349,NP_899595.1,fibritin,phage fibritin,[210204:211884](+),559,NC_005083.2,"Vibrio phage KVP40, complete genome",338,338
AVU32_gp295,YP_009201398.1,fibritin,phage fibritin,[165129:166812](-),560,NC_028829.1,"Vibrio phage ValKK3, complete genome",338,338
CF80_gp203,YP_009006277.1,fibritin,phage fibritin,[146863:148546](+),560,NC_023568.1,"Vibrio phage VH7D, complete genome",338,338
pp2_349,AFN37581.1,phage fibritin,phage fibritin,[211910:213590](+),559,JN849462.1,"Vibriophage phi-pp2, complete genome",338,338
VPFG_00198,YP_008125347.1,NrdC.11,hypothetical protein,[6170:7184](+),337,NC_021529.2,"Vibrio phage nt-1, complete genome",274,274
phiST2_0021,ALP47389.1,hypothetical protein,hypothetical protein,[10696:11710](+),337,KT919973.1,"Vibrio phage phi-ST2, complete genome",274,274
CF80_gp039,YP_009006113.1,putative 38.9 kDa protein,hypothetical protein,[23001:24015](+),337,NC_023568.1,"Vibrio phage VH7D, complete genome",274,274
VPHG_00148,YP_007673631.1,hypothetical protein,hypothetical protein,[97734:98724](+),329,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,274,274
pp2_148,AFN37381.1,hypothetical protein,hypothetical protein,[89175:90216](+),346,JN849462.1,"Vibriophage phi-pp2, complete genome",274,274
KVP40.0153,NP_899399.1,hypothetical protein,hypothetical protein,[88929:89970](+),346,NC_005083.2,"Vibrio phage KVP40, complete genome",274,274
pp2_238,AFN37471.1,hypothetical protein,hypothetical protein,[125379:125730](+),116,JN849462.1,"Vibriophage phi-pp2, complete genome",402,402
phiST2_0119,ALP47557.1,hypothetical protein,hypothetical protein,[53053:53404](+),116,KT919973.1,"Vibrio phage phi-ST2, complete genome",402,402
VPFG_00299,YP_008125447.1,hypothetical protein,hypothetical protein,[47728:48079](+),116,NC_021529.2,"Vibrio phage nt-1, complete genome",402,402
AVU32_gp003,YP_009201106.1,hypothetical protein,hypothetical protein,[1126:1477](-),116,NC_028829.1,"Vibrio phage ValKK3, complete genome",402,402
phiGrn1_0364,ALP47171.1,hypothetical protein,hypothetical protein,[240571:240922](+),116,KT919972.1,"Vibrio phage phi-Grn1, complete genome",402,402
CF80_gp141,YP_009006215.1,hypothetical protein,hypothetical protein,[65745:66096](+),116,NC_023568.1,"Vibrio phage VH7D, complete genome",402,402
AVU32_gp386,YP_009201489.1,hypothetical protein,hypothetical protein,[245933:246362](-),142,NC_028829.1,"Vibrio phage ValKK3, complete genome",402,crossmatch
phiGrn1_0372,ALP47138.1,hypothetical protein,hypothetical protein,[243795:244224](+),142,KT919972.1,"Vibrio phage phi-Grn1, complete genome",402,crossmatch
CF80_gp149,YP_009006223.1,hypothetical protein,hypothetical protein,[68952:69381](+),142,NC_023568.1,"Vibrio phage VH7D, complete genome",402,crossmatch
KVP40.0243,NP_899489.1,hypothetical protein,hypothetical protein,[126056:126410](+),117,NC_005083.2,"Vibrio phage KVP40, complete genome",402,crossmatch
KVP40.0165,NP_899411.1,hypothetical protein,hypothetical protein,[96449:96647](+),65,NC_005083.2,"Vibrio phage KVP40, complete genome",470,470
AVU32_gp096,YP_009201199.1,hypothetical protein,hypothetical protein,[35435:35633](-),65,NC_028829.1,"Vibrio phage ValKK3, complete genome",470,470
CF80_gp053,YP_009006127.1,hypothetical protein,hypothetical protein,[31294:31435](+),46,NC_023568.1,"Vibrio phage VH7D, complete genome",470,470
VPFG_00216,YP_008125365.1,hypothetical protein,hypothetical protein,[15974:16166](+),63,NC_021529.2,"Vibrio phage nt-1, complete genome",470,470
pp2_054,AFN37288.1,hypothetical protein,hypothetical protein,[30103:30322](+),72,JN849462.1,"Vibriophage phi-pp2, complete genome",470,470
CF80_gp277,YP_009006351.1,hypothetical protein,hypothetical protein,[209715:209919](+),67,NC_023568.1,"Vibrio phage VH7D, complete genome",470,470
YP_009046854.1,YP_009046854.1,hypothetical protein,hypothetical protein,[195083:195314](+),76,NC_021529.2,"Vibrio phage nt-1, complete genome",470,470
phiGrn1_0277,ALP47304.1,hypothetical protein,hypothetical protein,[205499:205697](+),65,KT919972.1,"Vibrio phage phi-Grn1, complete genome",470,470
VHMLp56,NP_758949.1,ParA-like protein,ParA-like protein,[42132:42765](-),210,NC_004456.1,"Vibrio phage VHML, complete genome",176,176
VPVV882_gp53,YP_001039864.1,ParA-like protein,ParA-like protein,[25078:25717](-),212,NC_009016.1,"Vibrio phage VP882, complete genome",176,176
APL38_gp38,YP_009167745.1,gp38 protein,ParA-like protein,[26365:27007](-),213,NC_027981.1,"Vibrio phage VP58.5, complete genome",176,176
VHMLp55,NP_758948.1,ORF57,ParA-like protein,[42065:42188](-),40,NC_004456.1,"Vibrio phage VHML, complete genome",176,176
F397_gp41,YP_007006430.1,hypothetical protein,ParA-like protein,[29002:29332](-),109,NC_019518.1,"Vibrio phage vB_VchM-138, complete genome",176,176
F861_gp02,YP_007112516.1,partition protein,ParA-like protein,[25088:25856](-),255,NC_019722.1,"Vibrio phage vB_VpaM_MAR, complete genome",176,176
CF80_gp051,YP_009006125.1,hypothetical protein,hypothetical protein,[30274:30625](+),116,NC_023568.1,"Vibrio phage VH7D, complete genome",550,550
VPFG_00211,YP_008125360.1,hypothetical protein,hypothetical protein,[13811:14159](+),115,NC_021529.2,"Vibrio phage nt-1, complete genome",550,550
AVU32_gp098,YP_009201201.1,hypothetical protein,hypothetical protein,[36245:36596](-),116,NC_028829.1,"Vibrio phage ValKK3, complete genome",550,550
phiST2_0034,ALP47559.1,hypothetical protein,hypothetical protein,[18522:18873](+),116,KT919973.1,"Vibrio phage phi-ST2, complete genome",550,550
SBVcX29_0027,YP_009043898.1,hypothetical protein,hypothetical protein,[27429:27672](+),80,NC_024369.2,"Vibrio phage X29, complete genome",550,550
AVU32_gp021,YP_009201124.1,hypothetical protein,hypothetical protein,[7925:8156](-),76,NC_028829.1,"Vibrio phage ValKK3, complete genome",359,359
KVP40.0223,NP_899469.1,hypothetical protein,hypothetical protein,[118431:118662](+),76,NC_005083.2,"Vibrio phage KVP40, complete genome",359,359
phiST2_0101,ALP47662.1,hypothetical protein,hypothetical protein,[46371:46602](+),76,KT919973.1,"Vibrio phage phi-ST2, complete genome",359,359
CF80_gp123,YP_009006197.1,hypothetical protein,hypothetical protein,[59066:59297](+),76,NC_023568.1,"Vibrio phage VH7D, complete genome",359,359
VPFG_00285,YP_008125433.1,hypothetical protein,hypothetical protein,[41679:41910](+),76,NC_021529.2,"Vibrio phage nt-1, complete genome",359,359
CF80_gp098,YP_009006172.1,hypothetical protein,hypothetical protein,[48615:49209](+),197,NC_023568.1,"Vibrio phage VH7D, complete genome",236,236
pp2_196,AFN37429.1,hypothetical protein,hypothetical protein,[109472:110066](+),197,JN849462.1,"Vibriophage phi-pp2, complete genome",236,236
VPFG_00259,YP_008125407.1,hypothetical protein,hypothetical protein,[31294:31888](+),197,NC_021529.2,"Vibrio phage nt-1, complete genome",236,236
ASR73877.1,ASR73877.1,hypothetical protein,hypothetical protein,[47729:47936](-),68,MF431726.1,"Vibrio phage vB_ValP_IME271, complete genome",236,236
AVU32_gp046,YP_009201149.1,hypothetical protein,hypothetical protein,[17762:18356](-),197,NC_028829.1,"Vibrio phage ValKK3, complete genome",236,236
KVP40.0199,NP_899445.1,hypothetical protein,hypothetical protein,[109251:109845](+),197,NC_005083.2,"Vibrio phage KVP40, complete genome",236,236
phiST2_0079,ALP47452.1,hypothetical protein,hypothetical protein,[36524:37118](+),197,KT919973.1,"Vibrio phage phi-ST2, complete genome",236,236
KVP40.0302,NP_899549.1,hypothetical protein,hypothetical protein,[170121:170460](-),112,NC_005083.2,"Vibrio phage KVP40, complete genome",504,504
AVU32_gp342,YP_009201445.1,hypothetical protein,hypothetical protein,[208961:209297](+),111,NC_028829.1,"Vibrio phage ValKK3, complete genome",504,504
phiST2_0171,ALP47568.1,hypothetical protein,hypothetical protein,[93136:93469](-),110,KT919973.1,"Vibrio phage phi-ST2, complete genome",504,504
VPFG_00353,YP_008125499.1,hypothetical protein,hypothetical protein,[87243:87576](-),110,NC_021529.2,"Vibrio phage nt-1, complete genome",504,504
KVP40.0301,NP_899548.1,hypothetical protein,hypothetical protein,[169810:170125](-),104,NC_005083.2,"Vibrio phage KVP40, complete genome",504,504
phiGrn1_0038,ALP47194.1,hypothetical protein,hypothetical protein,[32024:32339](-),104,KT919972.1,"Vibrio phage phi-Grn1, complete genome",504,504
AVU32_gp343,YP_009201446.1,hypothetical protein,hypothetical protein,[209293:209608](+),104,NC_028829.1,"Vibrio phage ValKK3, complete genome",504,504
phiST2_0170,ALP47578.1,hypothetical protein,hypothetical protein,[92816:93137](-),106,KT919973.1,"Vibrio phage phi-ST2, complete genome",504,504
pp2_300,AFN37533.1,hypothetical protein,hypothetical protein,[171050:171365](-),104,JN849462.1,"Vibriophage phi-pp2, complete genome",504,504
VPFG_00352,YP_008125498.1,hypothetical protein,hypothetical protein,[86929:87247](-),105,NC_021529.2,"Vibrio phage nt-1, complete genome",504,504
phiST2_0042,ALP47668.1,hypothetical protein,hypothetical protein,[21010:21226](+),71,KT919973.1,"Vibrio phage phi-ST2, complete genome",565,565
KVP40.0171,NP_899417.1,hypothetical protein,hypothetical protein,[98206:98542](+),111,NC_005083.2,"Vibrio phage KVP40, complete genome",565,565
AVU32_gp088,YP_009201191.1,hypothetical protein,hypothetical protein,[33643:33859](-),71,NC_028829.1,"Vibrio phage ValKK3, complete genome",565,565
pp2_167,AFN37400.1,hypothetical protein,hypothetical protein,[98561:98786](+),74,JN849462.1,"Vibriophage phi-pp2, complete genome",565,565
CF80_gp058,YP_009006132.1,hypothetical protein,hypothetical protein,[32791:33007](+),71,NC_023568.1,"Vibrio phage VH7D, complete genome",565,565
AVU32_gp026,YP_009201129.1,hypothetical protein,hypothetical protein,[9349:9847](-),165,NC_028829.1,"Vibrio phage ValKK3, complete genome",322,322
CF80_gp118,YP_009006192.1,hypothetical protein,hypothetical protein,[57178:57676](+),165,NC_023568.1,"Vibrio phage VH7D, complete genome",322,322
phiST2_0097,ALP47490.1,hypothetical protein,hypothetical protein,[44673:45171](+),165,KT919973.1,"Vibrio phage phi-ST2, complete genome",322,322
VPFG_00280,YP_008125428.2,hypothetical protein,hypothetical protein,[39840:40338](+),165,NC_021529.2,"Vibrio phage nt-1, complete genome",322,322
KVP40.0218,NP_899464.1,hypothetical protein,hypothetical protein,[116726:117230](+),167,NC_005083.2,"Vibrio phage KVP40, complete genome",322,322
AVU32_gp062,YP_009201165.1,hypothetical protein,hypothetical protein,[24064:24394](-),109,NC_028829.1,"Vibrio phage ValKK3, complete genome",3,3
CF80_gp082,YP_009006156.1,hypothetical protein,hypothetical protein,[42607:42937](+),109,NC_023568.1,"Vibrio phage VH7D, complete genome",3,3
phiST2_0064,ALP47572.1,hypothetical protein,hypothetical protein,[30552:30882](+),109,KT919973.1,"Vibrio phage phi-ST2, complete genome",3,3
CF80_gp084,YP_009006158.1,hypothetical protein,hypothetical protein,[43515:43818](+),100,NC_023568.1,"Vibrio phage VH7D, complete genome",3,3
phiGrn1_0310,ALP47201.1,hypothetical protein,hypothetical protein,[218911:219214](+),100,KT919972.1,"Vibrio phage phi-Grn1, complete genome",3,3
VPFG_00250,YP_008125398.1,hypothetical protein,hypothetical protein,[27562:27865](+),100,NC_021529.2,"Vibrio phage nt-1, complete genome",3,3
KVP40.0191,NP_899437.1,hypothetical protein,hypothetical protein,[105857:106166](+),102,NC_005083.2,"Vibrio phage KVP40, complete genome",3,3
APD17915.1,APD17915.1,hypothetical protein,hypothetical protein,[73893:74208](-),104,KY065147.1,"Vibrio phage JSF4, complete genome",3,3
phiGrn1_0308,ALP47228.1,hypothetical protein,hypothetical protein,[218054:218333](+),92,KT919972.1,"Vibrio phage phi-Grn1, complete genome",3,3
pp2_189,AFN37422.1,hypothetical protein,hypothetical protein,[106349:106652](+),100,JN849462.1,"Vibriophage phi-pp2, complete genome",3,3
phiST2_0046,ALP47420.1,hypothetical protein,hypothetical protein,[23108:23858](+),249,KT919973.1,"Vibrio phage phi-ST2, complete genome",593,593
phiGrn1_0289,ALP47002.1,hypothetical protein,hypothetical protein,[209948:211019](+),356,KT919972.1,"Vibrio phage phi-Grn1, complete genome",593,593
VPHG_00158,YP_007673641.1,hypothetical protein,hypothetical protein,[104638:104938](+),99,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,593,593
CF80_gp063,YP_009006137.1,hypothetical protein,hypothetical protein,[35128:36043](+),304,NC_023568.1,"Vibrio phage VH7D, complete genome",593,593
SBVcX29_0023,YP_009043894.1,helix-turn-helix domain protein,hypothetical protein,[29204:30002](+),265,NC_024369.2,"Vibrio phage X29, complete genome",593,593
AVU32_gp118,YP_009201221.1,protein rIIA,rIIA protein,[48348:50418](-),689,NC_028829.1,"Vibrio phage ValKK3, complete genome",241,241
VPHG_00029,YP_007673515.1,hypothetical protein,rIIA protein,[17715:19821](+),701,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,241,241
pp2_141,AFN37374.1,rIIA protein,rIIA protein,[83193:85263](+),689,JN849462.1,"Vibriophage phi-pp2, complete genome",241,241
VPFG_00190,YP_008125339.2,RIIA protector from prophage-induced early lysis,rIIA protein,[0:2085](+),694,NC_021529.2,"Vibrio phage nt-1, complete genome",241,241
KVP40.0143,NP_899390.1,rIIA,rIIA protein,[81826:83896](+),689,NC_005083.2,"Vibrio phage KVP40, complete genome",241,241
CF80_gp031,YP_009006105.1,protein rIIA,rIIA protein,[16453:18523](+),689,NC_023568.1,"Vibrio phage VH7D, complete genome",241,241
AVU32_gp049,YP_009201152.1,hypothetical protein,hypothetical protein,[19328:19964](-),211,NC_028829.1,"Vibrio phage ValKK3, complete genome",391,391
phiST2_0076,ALP47459.1,hypothetical protein,hypothetical protein,[34983:35556](+),190,KT919973.1,"Vibrio phage phi-ST2, complete genome",391,391
VPFG_00255,YP_008125403.1,hypothetical protein,hypothetical protein,[29536:30118](+),193,NC_021529.2,"Vibrio phage nt-1, complete genome",391,391
KVP40.0197,NP_899443.1,hypothetical protein,hypothetical protein,[108054:108615](+),186,NC_005083.2,"Vibrio phage KVP40, complete genome",391,391
CF80_gp095,YP_009006169.1,hypothetical protein,hypothetical protein,[47029:47650](+),206,NC_023568.1,"Vibrio phage VH7D, complete genome",391,391
phiGrn1_0213,ALP47064.1,hypothetical protein,hypothetical protein,[167608:168232](+),207,KT919972.1,"Vibrio phage phi-Grn1, complete genome",280,280
CF80_gp319,YP_009006393.1,hypothetical protein,hypothetical protein,[240644:241268](+),207,NC_023568.1,"Vibrio phage VH7D, complete genome",280,280
AVU32_gp161,YP_009201264.1,hypothetical protein,hypothetical protein,[73103:73727](-),207,NC_028829.1,"Vibrio phage ValKK3, complete genome",280,280
VPFG_00147,YP_008125298.1,hypothetical protein,hypothetical protein,[225600:226233](+),210,NC_021529.2,"Vibrio phage nt-1, complete genome",280,280
KVP40.0099,NP_899347.1,hypothetical protein,hypothetical protein,[59993:60653](+),219,NC_005083.2,"Vibrio phage KVP40, complete genome",280,280
CF80_gp279,YP_009006353.1,hypothetical protein,hypothetical protein,[211293:212175](+),293,NC_023568.1,"Vibrio phage VH7D, complete genome",311-357-365-49,311-357-365-49
phiST2_0362,ALP47408.1,hypothetical protein,hypothetical protein,[236265:237141](+),291,KT919973.1,"Vibrio phage phi-ST2, complete genome",311-357-365-49,311-357-365-49
AKU42654.1,AKU42654.1,hypothetical protein,hypothetical protein,[48526:48700](+),57,KT160311.1,"Vibrio phage H188, complete genome",311-357-365-49,311-357-365-49
KVP40.0371,NP_899616.1,hypothetical protein,hypothetical protein,[231408:232371](-),320,NC_005083.2,"Vibrio phage KVP40, complete genome",311-357-365-49,311-357-365-49
phiST2_0361,ALP47400.1,hypothetical protein,hypothetical protein,[235343:236264](+),306,KT919973.1,"Vibrio phage phi-ST2, complete genome",311-357-365-49,311-357-365-49
VPFG_00035,YP_008125189.1,hypothetical protein,hypothetical protein,[151653:152574](-),306,NC_021529.2,"Vibrio phage nt-1, complete genome",311-357-365-49,311-357-365-49
AVU32_gp147,YP_009201250.1,hypothetical protein,hypothetical protein,[65864:66314](-),149,NC_028829.1,"Vibrio phage ValKK3, complete genome",311-357-365-49,311-357-365-49
VPFG_00105,YP_008125256.1,hypothetical protein,hypothetical protein,[196659:197547](+),295,NC_021529.2,"Vibrio phage nt-1, complete genome",311-357-365-49,311-357-365-49
pp2_056,AFN37289.1,hypothetical protein,hypothetical protein,[31683:32565](+),293,JN849462.1,"Vibriophage phi-pp2, complete genome",311-357-365-49,311-357-365-49
phiST2_0360,ALP47517.1,hypothetical protein,hypothetical protein,[234885:235335](+),149,KT919973.1,"Vibrio phage phi-ST2, complete genome",311-357-365-49,311-357-365-49
